Initial Condition,Final Condition,Parameter
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_1139_sim_.txt,0_21_1139_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_785_sim_.txt,0_25_785_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_867_sim_.txt,0_15_867_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_338_sim_.txt,0_7_338_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_1108_sim_.txt,0_19_1108_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_614_sim_.txt,0_12_614_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_751_sim_.txt,0_20_751_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_1300_sim_.txt,0_18_1300_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_533_sim_.txt,0_3_533_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_1043_sim_.txt,0_23_1043_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_321_sim_.txt,0_13_321_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_264_sim_.txt,0_21_264_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_1183_sim_.txt,0_25_1183_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_7_sim_.txt,0_14_7_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_147_sim_.txt,0_13_147_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_926_sim_.txt,0_4_926_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_1225_sim_.txt,0_23_1225_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_279_sim_.txt,0_16_279_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_755_sim_.txt,0_3_755_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_691_sim_.txt,0_15_691_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_537_sim_.txt,0_20_537_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_688_sim_.txt,0_1_688_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_472_sim_.txt,0_12_472_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_1166_sim_.txt,0_18_1166_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_609_sim_.txt,0_25_609_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_260_sim_.txt,0_2_260_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_650_sim_.txt,0_8_650_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_1268_sim_.txt,0_25_1268_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_567_sim_.txt,0_22_567_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_1052_sim_.txt,0_9_1052_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_422_sim_.txt,0_10_422_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_1060_sim_.txt,0_24_1060_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_1138_sim_.txt,0_21_1138_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_365_sim_.txt,0_9_365_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_705_sim_.txt,0_1_705_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_784_sim_.txt,0_25_784_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_94_sim_.txt,0_20_94_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_577_sim_.txt,0_19_577_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_117_sim_.txt,0_11_117_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_976_sim_.txt,0_6_976_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_229_sim_.txt,0_14_229_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_371_sim_.txt,0_11_371_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_711_sim_.txt,0_19_711_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_1156_sim_.txt,0_20_1156_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_234_sim_.txt,0_23_234_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_1085_sim_.txt,0_19_1085_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_799_sim_.txt,0_12_799_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_563_sim_.txt,0_1_563_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_103_sim_.txt,0_9_103_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_224_sim_.txt,0_18_224_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_1462_sim_.txt,0_3_1462_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_1234_sim_.txt,0_9_1234_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_644_sim_.txt,0_10_644_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_701_sim_.txt,0_22_701_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_1206_sim_.txt,0_24_1206_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_780_sim_.txt,0_6_780_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_972_sim_.txt,0_25_972_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_52_sim_.txt,0_25_52_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_436_sim_.txt,0_8_436_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_837_sim_.txt,0_17_837_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_192_sim_.txt,0_16_192_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_368_sim_.txt,0_5_368_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_742_sim_.txt,0_5_742_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_1261_sim_.txt,0_10_1261_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_1424_sim_.txt,0_25_1424_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_1240_sim_.txt,0_2_1240_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_686_sim_.txt,0_13_686_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_1069_sim_.txt,0_11_1069_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_1188_sim_.txt,0_5_1188_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_931_sim_.txt,0_2_931_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_150_sim_.txt,0_15_150_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_1048_sim_.txt,0_3_1048_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_90_sim_.txt,0_15_90_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_1110_sim_.txt,0_6_1110_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_277_sim_.txt,0_4_277_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_1131_sim_.txt,0_14_1131_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_85_sim_.txt,0_1_85_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_529_sim_.txt,0_9_529_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_149_sim_.txt,0_1_149_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_928_sim_.txt,0_16_928_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_465_sim_.txt,0_14_465_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_603_sim_.txt,0_14_603_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_67_sim_.txt,0_7_67_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_478_sim_.txt,0_23_478_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_935_sim_.txt,0_21_935_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_870_sim_.txt,0_13_870_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_1297_sim_.txt,0_12_1297_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_56_sim_.txt,0_10_56_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_336_sim_.txt,0_15_336_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_468_sim_.txt,0_18_468_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_43_sim_.txt,0_4_43_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_869_sim_.txt,0_7_869_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_1007_sim_.txt,0_10_1007_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_72_sim_.txt,0_13_72_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_524_sim_.txt,0_5_524_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_1026_sim_.txt,0_2_1026_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_1112_sim_.txt,0_13_1112_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_574_sim_.txt,0_7_574_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_975_sim_.txt,0_18_975_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_1133_sim_.txt,0_1_1133_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_366_sim_.txt,0_17_366_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_223_sim_.txt,0_25_223_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_839_sim_.txt,0_5_839_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_965_sim_.txt,0_23_965_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_1263_sim_.txt,0_5_1263_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_820_sim_.txt,0_11_820_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_185_sim_.txt,0_10_185_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_1242_sim_.txt,0_17_1242_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_653_sim_.txt,0_16_653_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_716_sim_.txt,0_24_716_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_428_sim_.txt,0_21_428_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_570_sim_.txt,0_24_570_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_435_sim_.txt,0_16_435_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_834_sim_.txt,0_9_834_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_191_sim_.txt,0_8_191_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_227_sim_.txt,0_6_227_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_1005_sim_.txt,0_5_1005_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_119_sim_.txt,0_3_119_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_978_sim_.txt,0_14_978_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_1024_sim_.txt,0_17_1024_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_783_sim_.txt,0_18_783_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_100_sim_.txt,0_17_100_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_9_sim_.txt,0_20_9_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_712_sim_.txt,0_7_712_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_1295_sim_.txt,0_7_1295_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_793_sim_.txt,0_23_793_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_1355_sim_.txt,0_1_1355_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_934_sim_.txt,0_21_934_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_1296_sim_.txt,0_12_1296_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_871_sim_.txt,0_13_871_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_57_sim_.txt,0_10_57_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_602_sim_.txt,0_14_602_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_66_sim_.txt,0_7_66_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_479_sim_.txt,0_23_479_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_525_sim_.txt,0_5_525_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_73_sim_.txt,0_13_73_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_1006_sim_.txt,0_10_1006_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_1027_sim_.txt,0_2_1027_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_337_sim_.txt,0_15_337_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_868_sim_.txt,0_7_868_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_469_sim_.txt,0_18_469_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_42_sim_.txt,0_4_42_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_1189_sim_.txt,0_5_1189_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_1068_sim_.txt,0_11_1068_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_151_sim_.txt,0_15_151_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_930_sim_.txt,0_2_930_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_1049_sim_.txt,0_3_1049_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_91_sim_.txt,0_15_91_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_1260_sim_.txt,0_10_1260_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_743_sim_.txt,0_5_743_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_1425_sim_.txt,0_25_1425_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_1241_sim_.txt,0_2_1241_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_687_sim_.txt,0_13_687_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_464_sim_.txt,0_14_464_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_276_sim_.txt,0_4_276_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_1111_sim_.txt,0_6_1111_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_1130_sim_.txt,0_14_1130_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_929_sim_.txt,0_16_929_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_148_sim_.txt,0_1_148_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_84_sim_.txt,0_1_84_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_528_sim_.txt,0_9_528_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_226_sim_.txt,0_6_226_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_1004_sim_.txt,0_5_1004_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_782_sim_.txt,0_18_782_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_979_sim_.txt,0_14_979_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_118_sim_.txt,0_3_118_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_1025_sim_.txt,0_17_1025_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_571_sim_.txt,0_24_571_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_835_sim_.txt,0_9_835_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_434_sim_.txt,0_16_434_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_190_sim_.txt,0_8_190_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_713_sim_.txt,0_7_713_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_1294_sim_.txt,0_7_1294_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_792_sim_.txt,0_23_792_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_1354_sim_.txt,0_1_1354_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_101_sim_.txt,0_17_101_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_8_sim_.txt,0_20_8_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_367_sim_.txt,0_17_367_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_222_sim_.txt,0_25_222_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_838_sim_.txt,0_5_838_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_1113_sim_.txt,0_13_1113_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_974_sim_.txt,0_18_974_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_575_sim_.txt,0_7_575_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_1132_sim_.txt,0_1_1132_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_652_sim_.txt,0_16_652_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_717_sim_.txt,0_24_717_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_429_sim_.txt,0_21_429_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_1262_sim_.txt,0_5_1262_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_964_sim_.txt,0_23_964_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_821_sim_.txt,0_11_821_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_184_sim_.txt,0_10_184_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_1243_sim_.txt,0_17_1243_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_70_sim_.txt,0_20_70_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_309_sim_.txt,0_2_309_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_992_sim_.txt,0_6_992_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_593_sim_.txt,0_19_593_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_10_856_sim_.txt,0_10_856_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_1207_sim_.txt,0_19_1207_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_913_sim_.txt,0_22_913_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_9_381_sim_.txt,0_9_381_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_760_sim_.txt,0_25_760_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_625_sim_.txt,0_17_625_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_583_sim_.txt,0_22_583_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_1144_sim_.txt,0_22_1144_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_23_54_sim_.txt,0_23_54_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_903_sim_.txt,0_19_903_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_1084_sim_.txt,0_24_1084_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_502_sim_.txt,0_6_502_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_255_sim_.txt,0_24_255_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_310_sim_.txt,0_16_310_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_8_sim_.txt,0_17_8_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_996_sim_.txt,0_25_996_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_13_248_sim_.txt,0_13_248_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_917_sim_.txt,0_1_917_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_16_176_sim_.txt,0_16_176_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_6_764_sim_.txt,0_6_764_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_638_sim_.txt,0_20_638_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_1_587_sim_.txt,0_1_587_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_1269_sim_.txt,0_18_1269_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_842_sim_.txt,0_8_842_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_17_443_sim_.txt,0_17_443_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_506_sim_.txt,0_25_506_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_395_sim_.txt,0_11_395_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_1061_sim_.txt,0_19_1061_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_7_251_sim_.txt,0_7_251_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_3_sim_.txt,0_8_3_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_280_sim_.txt,0_21_280_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_1155_sim_.txt,0_8_1155_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_25_1167_sim_.txt,0_25_1167_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_5_201_sim_.txt,0_5_201_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_22_668_sim_.txt,0_22_668_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_413_sim_.txt,0_15_413_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_1237_sim_.txt,0_21_1237_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_734_sim_.txt,0_4_734_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_19_678_sim_.txt,0_19_678_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_883_sim_.txt,0_15_883_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_11_218_sim_.txt,0_11_218_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_3_947_sim_.txt,0_3_947_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_126_sim_.txt,0_14_126_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_2_284_sim_.txt,0_2_284_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_20_1259_sim_.txt,0_20_1259_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_14_340_sim_.txt,0_14_340_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_12_496_sim_.txt,0_12_496_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_21_1051_sim_.txt,0_21_1051_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_4_552_sim_.txt,0_4_552_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_18_1182_sim_.txt,0_18_1182_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_18_sim_.txt,0_24_18_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_15_675_sim_.txt,0_15_675_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_24_1109_sim_.txt,0_24_1109_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_1333_sim_.txt,0_8_1333_par_.txt
den_110328SWLEC-11028C-037A_F12_Mock_t00.txt,0_8_739_sim_.txt,0_8_739_par_.txt
